loan_index,property_value,house_indicator,credit_score,married,num_dependents,education,annual_income,coapplicant_indicator,coapplicant_income,interest_rate,pmt,pmt_1,pmt_2,pmt_3,pmt_4,pmt_5,pmt_6,pmt_7,pmt_8,pmt_9,pmt_10,pmt_11,pmt_12,pmt_13,pmt_14,pmt_15,pmt_16,pmt_17,pmt_18,pmt_19,pmt_20,pmt_21,pmt_22,pmt_23,pmt_24,pmt_25,pmt_26,pmt_27,pmt_28,pmt_29,pmt_30
4189,410036.31,1,565,0,0,Bachelors Degree,170116.69,0,,7.39,27477.78,27477.78,27477.78,27477.78,27477.78,27477.78,27477.78,27477.78,27477.78,27477.78,27477.78,27477.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4190,786848.99,1,577,0,1,High School,116750.15,1,68966.21,7.36,52574.16,52574.16,52574.16,52574.16,52574.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4191,564240.25,1,646,1,0,High School,93090.31,0,,7.18,37036.03,37036.03,37036.03,37036.03,37036.03,37036.03,37036.03,37036.03,37036.03,37036.03,37036.03,37036.03,37036.03,37036.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4192,1166235.58,1,688,1,1,Bachelors Degree,199460.17,1,163565.27,7.08,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31,75791.31
4193,701156.21,0,716,1,1,Began Bachelors,90082.95,0,,7.01,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34,45248.34
4194,481937.31,1,638,0,1,Graduate Degree,76056.87,1,101635.58,7.21,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07,31728.07
4195,498288.46,1,628,0,0,Bachelors Degree,152327.22,1,81937.38,7.23,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61,32869.61
4196,2860146.85,1,706,0,1,Graduate Degree,181092.28,0,,6.64,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26,88884.26
4197,941545.3,1,721,0,0,High School,151078.07,0,,7,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6,60700.6
4198,558151.26,1,684,1,1,Began Bachelors,75505.05,1,87822.19,7.09,36309.39,36309.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4199,1144233.88,0,631,1,0,High School,133781.18,0,,6.82,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21,36219.21
4200,381325.98,0,640,0,1,High School,64209.94,1,86900.71,7.2,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5,25079.5
4201,330797.12,0,609,1,0,Bachelors Degree,121811.44,1,107306.43,7.28,21929.16,21929.16,21929.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,582940.98,1,543,0,1,Graduate Degree,69868.07,0,,7.44,39256.27,39256.27,39256.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,889321.38,1,614,1,2,High School,170967.14,0,,7.26,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45,58838.45
4204,268775.61,0,638,1,1,Bachelors Degree,39261.58,0,,7.21,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69,17694.69
4205,832404.28,1,604,0,1,Graduate Degree,179367.99,1,116533.37,7.29,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12,55236.12
4206,622486.49,1,561,1,1,High School,83507.88,1,88115.57,7.4,41755.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4207,866595.2,1,666,1,1,Began Bachelors,242337.82,1,166447.71,7.14,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4,56656.4
4208,2197804.83,1,711,0,1,High School,120860.11,1,117240.12,6.62,68160.46,68160.46,68160.46,68160.46,68160.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4209,923028.6,1,710,1,1,Bachelors Degree,66094.93,0,,6.62,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86,28625.86
4210,985509.69,1,724,0,1,Bachelors Degree,160286.04,1,112915.23,6.99,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13,63471.13
4211,656282.48,0,677,1,1,Began Bachelors,120486.31,1,106436.29,7.11,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44,42778.44
4212,740082.9,1,594,0,1,Bachelors Degree,126451.17,1,100771.03,7.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32,49255.32
4213,1110861.34,1,678,1,0,Bachelors Degree,162091.99,1,111935.64,7.1,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02,72337.02
4214,725849.44,1,579,0,0,Began Bachelors,106432.42,1,102931.99,7.35,48450.79,48450.79,48450.79,48450.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4215,807357.77,1,582,0,0,Began Bachelors,153032.74,0,,7.35,53891.51,53891.51,53891.51,53891.51,53891.51,53891.51,53891.51,53891.51,53891.51,53891.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216,622361.07,1,631,0,1,Bachelors Degree,59007.18,1,89768.53,6.82,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02,19700.02
4217,513191.21,1,712,1,2,High School,94272.79,1,66463.32,7.02,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48,33151.48
4218,928055.98,1,562,0,0,Graduate Degree,105558.71,0,,7.39,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85,62191.85
4219,416702.34,1,572,0,1,Began Bachelors,71689.23,1,49390.74,7.37,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76,27869.76
4220,491677.85,1,642,1,1,Began Bachelors,181857.02,1,95039.34,7.19,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18,32305.18
4221,1309023.46,1,589,0,0,Graduate Degree,190189.58,1,112446.15,7.33,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26,87206.26
4222,435401.51,0,690,0,1,Began Bachelors,98708.72,0,,7.08,28295.87,28295.87,28295.87,28295.87,28295.87,28295.87,28295.87,28295.87,28295.87,28295.87,28295.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223,1429992.33,1,682,0,2,Graduate Degree,206242.25,1,146087.87,7.09,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24,93025.24
4224,475633.29,1,681,1,1,Bachelors Degree,148074.73,0,,7.1,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27,30972.27
4225,372689.88,1,649,0,1,Bachelors Degree,143430.69,1,104690.09,7.18,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9,24462.9
4226,1121243.9,1,742,0,1,High School,171782.35,1,147606.88,6.94,71850.41,71850.41,71850.41,71850.41,71850.41,71850.41,71850.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4227,695930.41,1,644,1,1,Graduate Degree,97962.69,0,,7.19,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38,45725.38
4228,366512.52,1,661,1,0,Graduate Degree,173280.96,1,116408.29,7.15,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78,23985.78
4229,314444.8,1,662,0,0,Bachelors Degree,69761.51,0,,7.14,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82,20557.82
4230,2387580.55,1,718,0,1,Bachelors Degree,239616.95,1,131147.38,6.6,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66,73893.66
4231,735358.35,0,677,0,2,Graduate Degree,193770.87,1,155159.37,7.11,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84,47932.84
4232,927728.64,0,721,1,1,Bachelors Degree,119504.24,1,82374.14,7,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85,59809.85
4233,305208.4,1,673,1,1,Began Bachelors,38975.23,0,,7.12,19914.24,19914.24,19914.24,19914.24,19914.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4234,328858.35,1,613,1,1,Began Bachelors,69700.87,0,,7.27,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13,21779.13
4235,152957.51,0,709,0,0,Began Bachelors,45608.34,1,76982.23,7.03,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77,9890.77
4236,461691.31,1,704,0,2,High School,151421.76,0,,7.04,29884.52,29884.52,29884.52,29884.52,29884.52,29884.52,29884.52,29884.52,29884.52,29884.52,29884.52,29884.52,29884.52,29884.52,29884.52,29884.52,29884.52,29884.52,29884.52,0,0,0,0,0,0,0,0,0,0,0,0
4237,971157.23,1,602,0,2,Began Bachelors,173509,1,119565.16,7.29,64443.4,64443.4,64443.4,64443.4,64443.4,64443.4,64443.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4238,559681.9,1,602,0,1,Began Bachelors,75734.8,1,79823.46,7.3,37175.63,37175.63,37175.63,37175.63,37175.63,37175.63,37175.63,37175.63,37175.63,37175.63,37175.63,37175.63,37175.63,37175.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4239,480304.19,1,664,1,1,Began Bachelors,77242.85,0,,7.14,31401.41,31401.41,31401.41,31401.41,31401.41,31401.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4240,945544.6,1,592,1,1,High School,150239.03,0,,7.32,62929.58,62929.58,62929.58,62929.58,62929.58,62929.58,62929.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4241,963069.18,1,647,0,1,Began Bachelors,173501.5,1,128546,7.18,63214.66,63214.66,63214.66,63214.66,63214.66,63214.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4242,417981.07,0,611,0,0,High School,103301.36,1,87943.47,7.27,27681.41,27681.41,27681.41,27681.41,27681.41,27681.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4243,699218.51,1,568,0,1,Began Bachelors,227151.15,0,,7.38,46810.83,46810.83,46810.83,46810.83,46810.83,46810.83,46810.83,46810.83,46810.83,46810.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4244,558961.2,1,602,1,0,Began Bachelors,155979.06,0,,7.3,37127.76,37127.76,37127.76,37127.76,37127.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4245,397377.58,1,594,0,0,Began Bachelors,54981.63,0,,7.31,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95,26420.95
4246,433650.8,1,718,1,2,Began Bachelors,132797.19,1,102506.9,7,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09,27957.09
4247,349482.94,0,719,0,1,High School,56600.12,0,,7,22530.86,22530.86,22530.86,22530.86,22530.86,22530.86,22530.86,22530.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4248,977438.14,1,725,1,1,Bachelors Degree,145868.49,0,,6.99,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29,62951.29
4249,885264.22,1,683,0,1,Bachelors Degree,171479.93,1,100306,7.09,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06,57589.06
4250,500337.35,1,673,0,0,Began Bachelors,199139.6,1,150965.44,7.12,32646.02,32646.02,32646.02,32646.02,32646.02,32646.02,32646.02,32646.02,32646.02,32646.02,32646.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4251,548007.15,1,611,0,0,Bachelors Degree,30806.6,0,,6.87,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65,17434.65
4252,1786244.98,1,625,1,1,Began Bachelors,217434.48,1,141685.9,6.84,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16,56656.16
4253,887369.05,1,684,1,2,Bachelors Degree,147431.2,0,,7.09,57725.99,57725.99,57725.99,57725.99,57725.99,57725.99,57725.99,57725.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4254,1186003.73,0,661,1,1,Began Bachelors,207371.58,1,138866.49,7.15,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97,77615.97
4255,850905.51,1,645,1,0,Bachelors Degree,141253.54,0,,7.19,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86,55907.86
4256,590470.18,1,544,1,0,Began Bachelors,93369.26,1,71208.9,7.44,39763.3,39763.3,39763.3,39763.3,39763.3,39763.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4257,1587617.92,0,725,1,1,Began Bachelors,126637.74,0,,6.59,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86,49084.86
4258,402747.56,1,673,1,0,Bachelors Degree,187115.82,0,,7.12,26278.48,26278.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,802590.78,1,613,0,0,Began Bachelors,238249.75,1,118681.6,7.27,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75,53152.75
4260,1627799.35,1,672,0,0,High School,152711.28,1,111197.58,6.72,51003.35,51003.35,51003.35,51003.35,51003.35,51003.35,51003.35,51003.35,51003.35,51003.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,1137618.55,1,618,0,0,Graduate Degree,160576.99,0,,6.86,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27,36156.27
4262,683520.25,1,626,0,2,Began Bachelors,83274.91,0,,7.24,45133.08,45133.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4263,426542.28,0,642,0,1,Bachelors Degree,82874.8,0,,7.19,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52,28025.52
4264,1012593.82,1,679,1,2,Began Bachelors,129560.98,0,,7.1,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04,65938.04
4265,759002.04,1,701,0,1,Began Bachelors,155028.89,0,,7.05,49178.2,49178.2,49178.2,49178.2,49178.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4266,952861.32,0,674,1,0,Bachelors Degree,155674.85,1,100245.19,6.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72,29855.72
4267,506305.28,0,719,0,1,Graduate Degree,135069.24,1,116729.02,7,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06,32641.06
4268,1617744.88,1,655,0,0,Bachelors Degree,182620.64,1,144911.8,6.76,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78,50895.78
4269,890485.11,1,590,0,1,Graduate Degree,125678.65,0,,7.33,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52,59323.52
4270,474485.38,1,720,1,1,Began Bachelors,61984.79,1,88294.41,7,30589.66,30589.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4271,1044271.06,1,737,1,2,Began Bachelors,150757.41,1,115786.38,6.96,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92,67052.92
